county_fips,industry_code,year,bls_annual_establishments,bls_annual_employment,bls_total_annual_wages
49007,1024,2021,61,502,19383897
49009,1024,2021,3,0,0
49011,1024,2021,2202,16761,1072665305
49013,1024,2021,83,318,17662005
49015,1024,2021,20,126,4397110
49017,1024,2021,18,49,2065953
49019,1024,2021,85,408,17877280
49021,1024,2021,322,1694,67456154
49023,1024,2021,36,380,18185624
49025,1024,2021,42,159,7040634
49027,1024,2021,36,605,27962186
49029,1024,2021,96,297,19102580
49031,1024,2021,3,0,0
49033,1024,2021,18,78,2168260
49035,1024,2021,15957,132410,10717562341
49037,1024,2021,31,100,4388322
49039,1024,2021,68,334,13998197
49041,1024,2021,77,615,25018001
49043,1024,2021,878,2754,249391321
49045,1024,2021,215,1637,91878008
49047,1024,2021,145,607,27092711
49049,1024,2021,4658,43395,3029945934
49051,1024,2021,351,1057,67218875
49053,1024,2021,1504,6810,306901298
49055,1024,2021,9,14,1246209
49057,1024,2021,1250,12864,636927430
50001,1024,2021,388,881,66422121
50003,1024,2021,430,1367,106391231
50005,1024,2021,208,573,33901423
50007,1024,2021,2548,14000,1262933044
50009,1024,2021,20,53,4103502
50011,1024,2021,259,1296,72792743
50013,1024,2021,55,78,6273322
50015,1024,2021,326,737,60164739
50017,1024,2021,190,509,33985200
50019,1024,2021,156,430,23756089
50021,1024,2021,543,2115,146551599
50023,1024,2021,764,3647,284334948
50025,1024,2021,521,1403,102236797
50027,1024,2021,650,2026,174047622
50999,1024,2021,373,2038,169510563
51001,1024,2021,112,1006,73677114
51003,1024,2021,734,7085,555015124
51005,1024,2021,37,131,5544488
51007,1024,2021,36,173,7734526
51009,1024,2021,71,277,12365585
51011,1024,2021,37,165,7454023
51013,1024,2021,2956,64075,8339751086
51015,1024,2021,204,1547,61124452
51017,1024,2021,26,150,10825173
51019,1024,2021,308,2549,101076117
51021,1024,2021,7,53,2813967
51023,1024,2021,153,1313,56119436
51025,1024,2021,40,496,23816404
51027,1024,2021,52,552,25187154
51029,1024,2021,23,155,10507436
51031,1024,2021,193,1115,59999339
51033,1024,2021,73,773,45299671
51035,1024,2021,59,339,13920290
51036,1024,2021,17,88,5093405
51037,1024,2021,30,124,6955758
51041,1024,2021,1723,19392,1199748048
51043,1024,2021,75,364,28961783
51045,1024,2021,14,45,1106289
51047,1024,2021,218,1840,113026185
51049,1024,2021,17,92,8671755
51051,1024,2021,30,376,13087948
51053,1024,2021,56,499,27921296
51057,1024,2021,36,253,10261768
51059,1024,2021,12611,225934,29979252037
51061,1024,2021,477,2619,253281207
51063,1024,2021,60,196,7808222
51065,1024,2021,97,434,24418169
51067,1024,2021,178,1197,50363447
51069,1024,2021,286,2924,144985141
51071,1024,2021,40,331,24189459
51073,1024,2021,133,573,26741979
51075,1024,2021,188,3340,539427693
51077,1024,2021,36,866,19045251
51079,1024,2021,59,432,27196822
51081,1024,2021,23,169,17319935
51083,1024,2021,73,482,18783760
51085,1024,2021,643,6954,429449505
51087,1024,2021,2374,42242,3419791487
51089,1024,2021,111,1831,52147838
51091,1024,2021,10,22,727394
51093,1024,2021,159,1223,136742705
51095,1024,2021,430,3032,208530341
51097,1024,2021,20,102,6304059
51099,1024,2021,151,2918,265452968
51101,1024,2021,64,322,11308859
51103,1024,2021,72,322,16332590
51105,1024,2021,29,174,6356412
51107,1024,2021,4590,33163,3278021959
51109,1024,2021,134,569,32419404
51111,1024,2021,18,108,6222155
51113,1024,2021,40,106,5181076
51115,1024,2021,30,71,3209819
51117,1024,2021,99,1250,64105249
51119,1024,2021,47,300,11007917
51121,1024,2021,421,4429,325095512
51125,1024,2021,54,287,22335586
51127,1024,2021,91,477,26012026
51131,1024,2021,41,141,8064006
51133,1024,2021,45,143,6900550
51135,1024,2021,34,475,38333928
51137,1024,2021,114,558,31919585
51139,1024,2021,65,488,21848950
51141,1024,2021,28,171,4540003
51143,1024,2021,101,648,25380163
51145,1024,2021,154,1060,58648975
51147,1024,2021,56,586,26466853
51149,1024,2021,106,1207,64498510
51153,1024,2021,2140,17939,1426062647
51155,1024,2021,89,890,31940635
51157,1024,2021,46,129,6232857
51159,1024,2021,26,267,16296038
51161,1024,2021,444,6977,418730167
51163,1024,2021,58,424,17092070
51165,1024,2021,215,2359,126409589
51167,1024,2021,55,783,43205681
51169,1024,2021,33,410,11498173
51171,1024,2021,101,597,44741451
51173,1024,2021,65,1639,54456395
51175,1024,2021,25,128,5969081
51177,1024,2021,480,4871,341582401
51179,1024,2021,639,5822,478890467
51181,1024,2021,15,276,24297879
51183,1024,2021,25,302,19281276
51185,1024,2021,111,849,41466550
51187,1024,2021,143,1538,75443506
51191,1024,2021,189,1762,88722478
51193,1024,2021,44,144,6778075
51195,1024,2021,91,1475,57886699
51197,1024,2021,91,625,27364936
51199,1024,2021,305,3338,189814761
51510,1024,2021,1846,19729,2132649544
51520,1024,2021,61,477,21921576
51530,1024,2021,21,358,8765313
51540,1024,2021,510,5894,546733637
51550,1024,2021,979,16097,1035269542
51570,1024,2021,70,591,22936493
51580,1024,2021,26,157,6507719
51590,1024,2021,129,1834,76837985
51595,1024,2021,20,282,9020460
51600,1024,2021,557,4572,454862673
51610,1024,2021,223,2120,249801812
51620,1024,2021,33,215,10519705
51630,1024,2021,253,2748,235128333
51640,1024,2021,41,319,10426447
51650,1024,2021,495,8047,531973369
51660,1024,2021,225,1890,104871317
51670,1024,2021,66,464,20301870
51678,1024,2021,33,100,5008205
51680,1024,2021,373,6101,420044234
51683,1024,2021,322,5394,526761680
51685,1024,2021,52,957,41057747
51690,1024,2021,68,1364,54236594
51700,1024,2021,679,13231,933829764
51710,1024,2021,1058,21522,1636767924
51720,1024,2021,23,208,13174893
51730,1024,2021,76,806,34043892
51735,1024,2021,47,201,8633802
51740,1024,2021,261,4336,287840795
51750,1024,2021,48,504,34047364
51760,1024,2021,1626,27808,2919307438
51770,1024,2021,533,8249,546195745
51775,1024,2021,137,1736,91387019
51790,1024,2021,105,967,47927441
51800,1024,2021,266,5557,546102152
51810,1024,2021,2410,28236,1785807069
51820,1024,2021,81,924,62493466
51830,1024,2021,70,948,64922237
51840,1024,2021,222,3488,250579806
51999,1024,2021,13753,80740,8314755274
53001,1024,2021,43,166,6392370
53003,1024,2021,73,416,22428054
53005,1024,2021,879,19693,1909021363
53007,1024,2021,433,2519,136607282
53009,1024,2021,353,1410,71938615
53011,1024,2021,3279,21763,1780484319
53013,1024,2021,16,85,5793532
53015,1024,2021,371,2554,137257953
53017,1024,2021,112,707,37633501
53019,1024,2021,30,59,3003979
53021,1024,2021,263,1706,90538392
53023,1024,2021,2,81,7297163
53025,1024,2021,237,2588,207408009
53027,1024,2021,203,1406,68284298
53029,1024,2021,438,1783,127378319
53031,1024,2021,176,652,36308678
53033,1024,2021,21377,244731,30611953058
53035,1024,2021,1526,9454,708542274
53037,1024,2021,159,626,26635469
53039,1024,2021,124,532,35109639
53041,1024,2021,244,1367,70076357
53043,1024,2021,27,148,6432157
53045,1024,2021,192,590,30248592
53047,1024,2021,156,442,22736458
53049,1024,2021,68,277,11405149
53051,1024,2021,31,73,5364463
53053,1024,2021,3677,35372,2252724571
53055,1024,2021,175,478,30066174
53057,1024,2021,560,3212,205337866
53059,1024,2021,34,112,9807128
53061,1024,2021,3913,28599,2217550883
53063,1024,2021,2998,26558,1861028071
53065,1024,2021,128,516,25566996
53067,1024,2021,1974,12425,864437967
53069,1024,2021,15,42,1305356
53071,1024,2021,255,2077,92507448
53073,1024,2021,1349,7966,503231490
53075,1024,2021,145,627,40262068
53077,1024,2021,632,4344,227757214
53999,1024,2021,1310,16,1880536
54001,1024,2021,22,118,5494934
54003,1024,2021,356,2808,148081168
54005,1024,2021,35,152,7954795
54007,1024,2021,29,161,8160089
54009,1024,2021,48,201,11153778
54011,1024,2021,383,5903,291933223
54013,1024,2021,11,48,2229901
54015,1024,2021,2,0,0
54017,1024,2021,5,24,874727
54019,1024,2021,89,438,17134160
54021,1024,2021,11,37,888942
54023,1024,2021,26,110,7622823
54025,1024,2021,135,736,27110556
54027,1024,2021,44,227,6850575
54029,1024,2021,96,395,19705069
54031,1024,2021,38,326,16882100
54033,1024,2021,289,3179,229932255
54035,1024,2021,72,409,21698269
54037,1024,2021,248,1138,79934156
54039,1024,2021,936,11341,702266023
54041,1024,2021,35,370,22317533
54043,1024,2021,23,69,2592950
54045,1024,2021,80,520,26067969
54047,1024,2021,22,181,6490021
54049,1024,2021,187,2219,123038635
54051,1024,2021,53,275,13294472
54053,1024,2021,32,358,16743550
54055,1024,2021,163,1310,62360724
54057,1024,2021,56,348,15215934
54059,1024,2021,59,305,11669701
54061,1024,2021,492,6779,414873728
54063,1024,2021,19,56,2105911
54065,1024,2021,32,93,4085066
54067,1024,2021,63,276,13277244
54069,1024,2021,226,3427,195597398
54071,1024,2021,13,39,775461
54073,1024,2021,15,182,8804871
54075,1024,2021,23,175,10320180
54077,1024,2021,65,324,16153173
54079,1024,2021,238,2364,134580120
54081,1024,2021,263,3069,142524836
54083,1024,2021,76,424,16303406
54085,1024,2021,17,76,2428690
54087,1024,2021,23,60,2267928
54089,1024,2021,27,118,5444312
54091,1024,2021,28,110,5433071
54093,1024,2021,17,69,2774261
54095,1024,2021,12,49,1553949
54097,1024,2021,68,347,14251401
54099,1024,2021,48,274,14456817
54101,1024,2021,9,27,1143214
54103,1024,2021,23,155,8199574
54105,1024,2021,7,0,0
54107,1024,2021,286,2572,141835510
54109,1024,2021,42,228,11789148
54999,1024,2021,3836,13821,823812541
55001,1024,2021,29,135,5337235
55003,1024,2021,57,337,14317550
55005,1024,2021,152,1233,56620805
55007,1024,2021,25,82,2902569
55009,1024,2021,1050,17875,1221805575
55011,1024,2021,29,325,19599039
55013,1024,2021,42,118,4225259
55015,1024,2021,95,572,33522404
55017,1024,2021,170,1405,69747641
55019,1024,2021,50,291,13508767
55021,1024,2021,178,976,48307416
55023,1024,2021,27,546,21349079
55025,1024,2021,3440,48562,3975315106
55027,1024,2021,179,2384,177577675
55029,1024,2021,173,640,28597721
55031,1024,2021,130,932,56105149
55033,1024,2021,102,632,35200794
55035,1024,2021,400,7122,462029538
55037,1024,2021,10,34,779421
55039,1024,2021,231,2598,161253591
55041,1024,2021,16,91,4297241
55043,1024,2021,113,1019,53440660
55045,1024,2021,93,651,34194854
55047,1024,2021,44,210,16097342
55049,1024,2021,71,305,15185288
55051,1024,2021,23,106,3021403
55053,1024,2021,34,273,16846869
55055,1024,2021,255,2987,125016310
55057,1024,2021,48,390,22293385
55059,1024,2021,484,8209,477529703
55061,1024,2021,56,253,14050445
55063,1024,2021,429,5581,341958253
55065,1024,2021,33,242,13164011
55067,1024,2021,49,367,18390097
55069,1024,2021,70,425,18163141
55071,1024,2021,206,2683,144593257
55073,1024,2021,412,5575,316211471
55075,1024,2021,100,703,31577469
55077,1024,2021,26,99,4608182
55078,1024,2021,3,0,0
55079,1024,2021,3607,71552,5516599748
55081,1024,2021,113,1320,67956609
55083,1024,2021,78,338,17526605
55085,1024,2021,151,943,46403027
55087,1024,2021,767,12472,750573910
55089,1024,2021,567,4284,268489680
55091,1024,2021,23,127,10608814
55093,1024,2021,121,350,20832005
55095,1024,2021,136,1038,41311838
55097,1024,2021,198,2418,143899709
55099,1024,2021,35,261,18528949
55101,1024,2021,619,6476,358338415
55103,1024,2021,35,94,3919082
55105,1024,2021,456,6060,444147270
55107,1024,2021,30,273,15129639
55109,1024,2021,402,2417,153605252
55111,1024,2021,208,2231,148593077
55113,1024,2021,76,281,13824554
55115,1024,2021,73,503,25272162
55117,1024,2021,344,3601,182433464
55119,1024,2021,42,514,23957635
55121,1024,2021,69,397,17145345
55123,1024,2021,64,623,43592902
55125,1024,2021,117,489,23729635
55127,1024,2021,416,3373,161654426
55129,1024,2021,57,292,29890370
55131,1024,2021,549,3948,238876448
55133,1024,2021,2541,34901,2762872985
55135,1024,2021,124,616,24323625
55137,1024,2021,31,254,7237790
55139,1024,2021,513,11790,958855359
55141,1024,2021,216,1879,88347015
55999,1024,2021,6499,9,692406
56001,1024,2021,349,1343,78823926
56003,1024,2021,66,258,12364653
56005,1024,2021,301,1455,72678131
56007,1024,2021,96,288,14017536
56009,1024,2021,78,289,16637216
56011,1024,2021,44,90,6998533
56013,1024,2021,259,689,42846570
56015,1024,2021,62,214,10462525
56017,1024,2021,40,87,5384281
56019,1024,2021,87,212,11010717
56021,1024,2021,1068,4272,244747164
56023,1024,2021,205,413,29210350
56025,1024,2021,658,2718,154855149
56027,1024,2021,18,19,697389
56029,1024,2021,295,856,45912267
56031,1024,2021,66,151,7626581
56033,1024,2021,310,1043,72561016
56035,1024,2021,107,248,13315347
56037,1024,2021,246,1071,53833775
56039,1024,2021,790,2296,401039073
56041,1024,2021,136,350,21359102
56043,1024,2021,56,120,5781396
56045,1024,2021,22,55,4058595
56999,1024,2021,189,1265,81961262
1001,1024,2022,145,766,42782408
1003,1024,2022,1289,6881,356747154
1005,1024,2022,51,548,16826014
1007,1024,2022,37,119,6640482
1009,1024,2022,100,470,27441119
1011,1024,2022,10,177,7360296
1013,1024,2022,48,650,22510850
1015,1024,2022,371,3676,152985873
1017,1024,2022,92,728,23572437
1019,1024,2022,43,333,13218722
1021,1024,2022,75,292,11968518
1023,1024,2022,30,108,4463834
1025,1024,2022,56,268,11487707
1027,1024,2022,17,71,2579472
1029,1024,2022,25,42,1860406
1031,1024,2022,161,1572,80836126
1033,1024,2022,168,1277,57181852
1035,1024,2022,28,147,5843316
1037,1024,2022,14,47,3689470
1039,1024,2022,111,597,26923670
1041,1024,2022,20,57,2126082
1043,1024,2022,223,1585,75689347
1045,1024,2022,165,1555,92601786
1047,1024,2022,98,779,25695387
1049,1024,2022,148,1407,56607994
1051,1024,2022,248,1033,54994327
1053,1024,2022,102,677,29257739
1055,1024,2022,280,2476,104087243
1057,1024,2022,27,59,2534973
1059,1024,2022,60,344,16547365
1061,1024,2022,59,365,12119717
1063,1024,2022,6,0,0
1065,1024,2022,18,74,3162731
1067,1024,2022,50,458,34377666
1069,1024,2022,478,4211,188159163
1071,1024,2022,117,424,19643915
1073,1024,2022,4103,50459,3655015264
1075,1024,2022,29,268,15459230
1077,1024,2022,336,2128,99244090
1079,1024,2022,53,348,26131481
1081,1024,2022,704,6507,256714787
1083,1024,2022,279,1573,94203614
1085,1024,2022,14,61,3757289
1087,1024,2022,23,137,7057335
1089,1024,2022,3015,57587,5454186029
1091,1024,2022,41,869,39303397
1093,1024,2022,44,428,12938235
1095,1024,2022,292,2956,140991499
1097,1024,2022,1898,21313,1295879168
1099,1024,2022,41,349,17424289
1101,1024,2022,1325,17022,948984353
1103,1024,2022,443,5274,274278287
1105,1024,2022,19,131,5266747
1107,1024,2022,24,107,5223747
1109,1024,2022,72,1030,63078707
1111,1024,2022,37,128,7184228
1113,1024,2022,140,715,27316626
1115,1024,2022,260,1296,71135941
1117,1024,2022,1403,14161,1003329819
1119,1024,2022,22,238,15062139
1121,1024,2022,148,2342,99306331
1123,1024,2022,148,1577,59849429
1125,1024,2022,753,8738,496263234
1127,1024,2022,158,802,44703258
1129,1024,2022,28,160,11192576
1131,1024,2022,16,59,3102358
1133,1024,2022,53,194,8206792
1999,1024,2022,6964,27,2412425
2013,1024,2022,5,21,1206093
2016,1024,2022,16,54,4014597
2020,1024,2022,1833,17155,1312928553
2050,1024,2022,19,78,3887336
2060,1024,2022,7,15,1571083
2063,1024,2022,52,227,18041102
2066,1024,2022,8,26,1385381
2068,1024,2022,15,186,20701512
2070,1024,2022,9,32,1992805
2090,1024,2022,379,2582,181450328
2100,1024,2022,9,29,1135382
2105,1024,2022,1,0,0
2110,1024,2022,165,1020,62868162
2122,1024,2022,249,903,53554359
2130,1024,2022,56,293,16933325
2150,1024,2022,50,364,28518928
2158,1024,2022,3,0,0
2164,1024,2022,6,10,586262
2170,1024,2022,370,1671,88599119
2180,1024,2022,26,266,15830203
2185,1024,2022,35,1531,142260948
2188,1024,2022,5,0,0
2195,1024,2022,11,30,1278861
2198,1024,2022,13,43,1346848
2220,1024,2022,38,207,8907242
2230,1024,2022,5,11,586727
2240,1024,2022,36,157,11097031
2275,1024,2022,4,6,140871
2282,1024,2022,2,0,8541
2290,1024,2022,9,47,2530043
2999,1024,2022,909,1076,90273821
4001,1024,2022,66,220,15457559
4003,1024,2022,428,4058,309218700
4005,1024,2022,703,4131,202854048
4007,1024,2022,164,470,23904248
4009,1024,2022,56,320,16251958
4011,1024,2022,6,60,2585395
4012,1024,2022,31,86,3542947
4013,1024,2022,34356,364735,27521030040
4015,1024,2022,689,4354,238259754
4017,1024,2022,249,1287,62995572
4019,1024,2022,5078,46418,2881753379
4021,1024,2022,736,5986,385482260
4023,1024,2022,117,385,19260672
4025,1024,2022,1255,5885,314977528
4027,1024,2022,554,7019,360629708
4999,1024,2022,6979,24323,2425409191
5001,1024,2022,117,669,42836843
5003,1024,2022,30,182,6937143
5005,1024,2022,166,1148,49958365
5007,1024,2022,1596,36475,4524872541
5009,1024,2022,117,1349,70642796
5011,1024,2022,23,101,3709888
5013,1024,2022,8,24,772178
5015,1024,2022,71,475,21260333
5017,1024,2022,16,7,458181
5019,1024,2022,58,658,32299797
5021,1024,2022,22,90,3658832
5023,1024,2022,74,360,15423923
5025,1024,2022,5,21,556612
5027,1024,2022,53,328,11236343
5029,1024,2022,41,770,27779857
5031,1024,2022,406,4345,186399984
5033,1024,2022,163,943,47529700
5035,1024,2022,101,874,38845297
5037,1024,2022,38,158,8695063
5039,1024,2022,14,46,1157224
5041,1024,2022,34,95,3965939
5043,1024,2022,40,305,17461142
5045,1024,2022,493,3960,213969996
5047,1024,2022,32,417,17523897
5049,1024,2022,10,24,903179
5051,1024,2022,438,3276,150429683
5053,1024,2022,34,145,7448469
5055,1024,2022,105,889,33288624
5057,1024,2022,43,583,25619725
5059,1024,2022,60,601,24459392
5061,1024,2022,27,150,6541235
5063,1024,2022,97,1511,60162593
5065,1024,2022,19,55,3234148
5067,1024,2022,34,123,6045341
5069,1024,2022,150,2106,94057950
5071,1024,2022,46,235,7527775
5073,1024,2022,9,42,1600584
5075,1024,2022,24,9,353182
5077,1024,2022,12,42,3192862
5079,1024,2022,9,0,0
5081,1024,2022,19,157,7188196
5083,1024,2022,40,119,5039814
5085,1024,2022,163,710,26094663
5087,1024,2022,27,95,4722141
5089,1024,2022,29,84,3605060
5091,1024,2022,84,897,39365762
5093,1024,2022,88,1135,62561837
5095,1024,2022,12,20,732412
5097,1024,2022,11,0,0
5099,1024,2022,13,101,4694360
5101,1024,2022,5,0,0
5103,1024,2022,46,344,16533461
5105,1024,2022,20,46,1995407
5107,1024,2022,47,227,9266093
5109,1024,2022,20,108,6286568
5111,1024,2022,28,264,19242575
5113,1024,2022,40,159,8301219
5115,1024,2022,254,2038,114375934
5117,1024,2022,13,70,2842250
5119,1024,2022,2817,35109,2317762709
5121,1024,2022,32,365,10422570
5123,1024,2022,47,190,8013430
5125,1024,2022,329,2105,116279478
5127,1024,2022,13,156,6060742
5129,1024,2022,18,92,4721180
5131,1024,2022,553,8052,428492308
5133,1024,2022,26,170,5943785
5135,1024,2022,31,117,4999910
5137,1024,2022,20,37,973548
5139,1024,2022,119,1945,184822163
5141,1024,2022,28,161,5956390
5143,1024,2022,1234,14864,1237476620
5145,1024,2022,187,1308,52038934
5147,1024,2022,8,216,12845371
5149,1024,2022,47,434,16156293
5999,1024,2022,7378,21156,1477761710
6001,1024,2022,9512,137955,18094023897
6003,1024,2022,7,42,2778715
6005,1024,2022,121,473,28883362
6007,1024,2022,717,5017,290725953
6009,1024,2022,122,710,37307850
6011,1024,2022,34,355,12643796
6013,1024,2022,5895,57680,6136601242
6015,1024,2022,39,159,7457673
6017,1024,2022,1071,6117,420093150
6019,1024,2022,2858,33687,1899323103
6021,1024,2022,57,242,12456634
6023,1024,2022,410,2939,155049973
6025,1024,2022,334,3152,163705137
6027,1024,2022,71,294,18089691
6029,1024,2022,2137,27424,1871131006
6031,1024,2022,219,2002,130770707
6033,1024,2022,129,725,40518405
6035,1024,2022,53,245,12960149
6037,1024,2022,61685,653307,63906047261
6039,1024,2022,288,3230,181952322
6041,1024,2022,2660,18001,2238205382
6043,1024,2022,43,168,8894044
6045,1024,2022,318,1888,125738280
6047,1024,2022,391,4016,210062862
6049,1024,2022,23,165,7098293
6051,1024,2022,101,361,18761720
6053,1024,2022,1480,15890,965849156
6055,1024,2022,764,6564,468963218
6057,1024,2022,615,2917,218767880
6059,1024,2022,25338,327471,28918336656
6061,1024,2022,2422,24684,2008355605
6063,1024,2022,80,300,15358611
6065,1024,2022,7718,78683,4277201473
6067,1024,2022,7028,99486,8793737026
6069,1024,2022,146,1451,73777645
6071,1024,2022,6045,95969,5270859320
6073,1024,2022,22767,280364,31219991985
6075,1024,2022,10543,206464,42264933517
6077,1024,2022,1785,23718,1331032739
6079,1024,2022,1578,10795,744976779
6081,1024,2022,5295,92943,17145172095
6083,1024,2022,2439,30544,2571733190
6085,1024,2022,12672,245775,48690441671
6087,1024,2022,1385,10646,990799953
6089,1024,2022,753,5976,364471493
6091,1024,2022,7,12,715446
6093,1024,2022,128,572,25956014
6095,1024,2022,1150,10947,772315328
6097,1024,2022,2667,24414,1841128582
6099,1024,2022,1321,15034,904743982
6101,1024,2022,271,2217,115342531
6103,1024,2022,116,831,45157251
6105,1024,2022,29,116,6591553
6107,1024,2022,882,11222,559081202
6109,1024,2022,164,1109,63232938
6111,1024,2022,4620,44861,4396845641
6113,1024,2022,841,9874,790217954
6115,1024,2022,133,1452,105529264
6999,1024,2022,26214,236384,25498709474
8001,1024,2022,3107,26815,1948463214
8003,1024,2022,72,466,22285887
8005,1024,2022,8040,71667,7342953538
8007,1024,2022,124,300,16046347
8009,1024,2022,6,12,419276
8011,1024,2022,7,13,648513
8013,1024,2022,7110,42741,5436179958
8014,1024,2022,1316,11920,1694014001
8015,1024,2022,221,466,36228056
8017,1024,2022,10,27,1283916
8019,1024,2022,102,232,19027354
8021,1024,2022,20,50,2047043
8023,1024,2022,9,12,597428
8025,1024,2022,5,0,0
8027,1024,2022,36,78,5865211
8029,1024,2022,154,485,23997280
8031,1024,2022,15043,127109,15222313747
8033,1024,2022,21,29,2115494
8035,1024,2022,5454,27233,3340065061
8037,1024,2022,967,4492,296163104
8039,1024,2022,216,535,40194210
8041,1024,2022,7105,50711,4706345426
8043,1024,2022,169,723,42357432
8045,1024,2022,629,2755,197420378
8047,1024,2022,63,92,6438404
8049,1024,2022,172,359,21911094
8051,1024,2022,304,744,50297153
8053,1024,2022,7,8,489373
8055,1024,2022,24,55,3349408
8057,1024,2022,10,38,2550415
8059,1024,2022,8011,46488,4427861927
8061,1024,2022,3,11,1100571
8063,1024,2022,32,63,2793474
8065,1024,2022,46,89,4524452
8067,1024,2022,782,2583,191393029
8069,1024,2022,4219,21853,2048397953
8071,1024,2022,55,165,8919562
8073,1024,2022,18,0,0
8075,1024,2022,80,308,20852651
8077,1024,2022,1041,5203,310783075
8079,1024,2022,12,22,1294146
8081,1024,2022,68,227,9658114
8083,1024,2022,151,441,26886252
8085,1024,2022,281,1080,63269448
8087,1024,2022,105,770,47404607
8089,1024,2022,50,182,8660792
8091,1024,2022,94,179,12641456
8093,1024,2022,162,380,28222542
8095,1024,2022,27,90,4152558
8097,1024,2022,537,2030,212119058
8099,1024,2022,35,349,25189172
8101,1024,2022,640,6054,389681575
8103,1024,2022,26,130,8592292
8105,1024,2022,53,132,6204001
8107,1024,2022,501,1698,123602605
8109,1024,2022,30,0,0
8111,1024,2022,11,16,712446
8113,1024,2022,204,558,40190708
8115,1024,2022,7,31,1088926
8117,1024,2022,633,1878,161937801
8119,1024,2022,291,758,52664817
8121,1024,2022,18,45,1939309
8123,1024,2022,1937,11798,959627981
8125,1024,2022,41,171,8709060
8999,1024,2022,952,9177,1026953273
9001,1024,2022,9941,67565,9162361298
9003,1024,2022,6489,70904,6624500588
9005,1024,2022,1228,5363,374504819
9007,1024,2022,1136,7182,572321789
9009,1024,2022,4894,41837,3856407967
9011,1024,2022,1563,9266,888967610
9013,1024,2022,658,2337,163192846
9015,1024,2022,456,2512,157123496
9999,1024,2022,2138,16302,2088086279
10001,1024,2022,1237,6263,404517325
10003,1024,2022,8516,47394,5030044635
10005,1024,2022,2406,9538,601749900
10999,1024,2022,418,2799,251395850
11001,1024,2022,17027,177983,25368265270
11999,1024,2022,9,28,3358488
12001,1024,2022,1876,15833,965812090
12003,1024,2022,62,333,12491809
12005,1024,2022,1216,9197,555931696
12007,1024,2022,73,250,12977653
12009,1024,2022,4508,35963,2612287058
12011,1024,2022,22240,150519,11962769405
12013,1024,2022,25,63,2329035
12015,1024,2022,1202,5307,337134750
12017,1024,2022,667,3523,254804942
12019,1024,2022,1152,5958,340231416
12021,1024,2022,4507,19222,1513089977
12023,1024,2022,244,2170,116876518
12027,1024,2022,112,545,25333301
12029,1024,2022,30,81,3301231
12031,1024,2022,8672,92495,6963187907
12033,1024,2022,2145,17851,1114218562
12035,1024,2022,748,3726,218568485
12037,1024,2022,44,169,11147525
12039,1024,2022,135,1095,53782937
12041,1024,2022,48,251,10528543
12043,1024,2022,24,234,12871675
12045,1024,2022,77,391,22363085
12047,1024,2022,19,69,4504633
12049,1024,2022,68,319,13385505
12051,1024,2022,150,890,57123023
12053,1024,2022,844,4680,222461176
12055,1024,2022,371,2476,106471379
12057,1024,2022,14379,147686,12373637468
12059,1024,2022,47,123,5473408
12061,1024,2022,1379,6683,441158549
12063,1024,2022,114,891,50341154
12065,1024,2022,62,264,11729331
12067,1024,2022,16,58,2329725
12069,1024,2022,2083,11673,642376184
12071,1024,2022,6205,39595,2752357740
12073,1024,2022,2869,22360,1693106059
12075,1024,2022,128,465,23355231
12077,1024,2022,10,31,1053896
12079,1024,2022,43,351,14872198
12081,1024,2022,3263,15393,1147382757
12083,1024,2022,1867,9879,481810571
12085,1024,2022,1682,10914,620503837
12086,1024,2022,29502,181918,16424037483
12087,1024,2022,959,3703,269397428
12089,1024,2022,603,2456,189497829
12091,1024,2022,1703,15743,1281551516
12093,1024,2022,159,1353,62138266
12095,1024,2022,14023,171129,13338245626
12097,1024,2022,1925,13924,882630679
12099,1024,2022,18783,119587,11111055789
12101,1024,2022,3246,15370,962589871
12103,1024,2022,10629,83676,6114746562
12105,1024,2022,3311,33028,1873825736
12107,1024,2022,209,1134,58078102
12109,1024,2022,2725,10352,746298116
12111,1024,2022,1721,9830,510790484
12113,1024,2022,974,5068,311773231
12115,1024,2022,4728,26063,2088457557
12117,1024,2022,4567,41703,2960782694
12119,1024,2022,517,3025,212471408
12121,1024,2022,119,555,24833747
12123,1024,2022,55,359,17141610
12125,1024,2022,32,138,11165989
12127,1024,2022,3602,18994,1163664181
12129,1024,2022,76,498,34638677
12131,1024,2022,841,3982,281230868
12133,1024,2022,83,590,30120249
12999,1024,2022,25558,184146,17382128020
13001,1024,2022,33,165,9877520
13003,1024,2022,8,63,2800474
13005,1024,2022,29,346,16199356
13007,1024,2022,2,0,0
13009,1024,2022,94,1540,57432035
13011,1024,2022,35,468,30713188
13013,1024,2022,217,1442,71293888
13015,1024,2022,365,4021,215212042
13017,1024,2022,35,489,23622606
13019,1024,2022,31,202,9064786
13021,1024,2022,741,9201,517971122
13023,1024,2022,19,123,5921938
13025,1024,2022,21,52,1787742
13027,1024,2022,24,93,4353390
13029,1024,2022,136,576,31047151
13031,1024,2022,233,1727,75027507
13033,1024,2022,50,536,76641561
13035,1024,2022,58,493,25027290
13037,1024,2022,6,13,421558
13039,1024,2022,169,1723,105075618
13043,1024,2022,37,274,10271729
13045,1024,2022,359,3932,269675988
13047,1024,2022,120,565,25258816
13049,1024,2022,19,335,18447466
13051,1024,2022,1634,23307,1180859546
